[0.000000] (-) TimerEvent: {}
[0.000158] (-) JobUnselected: {'identifier': 'evoart_behavior'}
[0.000178] (-) JobUnselected: {'identifier': 'evoart_bringup'}
[0.000189] (-) JobUnselected: {'identifier': 'evoart_control'}
[0.000198] (-) JobUnselected: {'identifier': 'evoart_interfaces'}
[0.000207] (-) JobUnselected: {'identifier': 'evoart_navigation'}
[0.000218] (-) JobUnselected: {'identifier': 'evoart_perception'}
[0.000227] (-) JobUnselected: {'identifier': 'velodyne'}
[0.000235] (-) JobUnselected: {'identifier': 'velodyne_driver'}
[0.000244] (-) JobUnselected: {'identifier': 'velodyne_laserscan'}
[0.000252] (-) JobUnselected: {'identifier': 'velodyne_msgs'}
[0.000261] (-) JobUnselected: {'identifier': 'velodyne_pointcloud'}
[0.000269] (-) JobUnselected: {'identifier': 'zed_components'}
[0.000277] (-) JobUnselected: {'identifier': 'zed_debug'}
[0.000286] (-) JobUnselected: {'identifier': 'zed_ros2'}
[0.000295] (-) JobUnselected: {'identifier': 'zed_wrapper'}
[0.000307] (evoart_description) JobQueued: {'identifier': 'evoart_description', 'dependencies': OrderedDict()}
[0.047667] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/meshes\n'}
[0.047696] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/launch\n'}
[0.047735] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/launch/gazebo.launch.py\n'}
[0.047788] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/launch/display.launch.py\n'}
[0.047813] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/rviz\n'}
[0.047836] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/rviz/robotaksi.rviz\n'}
[0.047860] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/worlds\n'}
[0.047883] (evoart_description) StdoutLine: {'line': b'-- Installing: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/worlds/teknofest_city.sdf\n'}
[0.047918] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models\n'}
[0.047955] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaDonulmezTabelasi\n'}
[0.047997] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaDonulmezTabelasi/meshes\n'}
[0.048031] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaDonulmezTabelasi/meshes/SagaDonulmezTabelasi.dae\n'}
[0.048080] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaDonulmezTabelasi/model.config\n'}
[0.048105] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaDonulmezTabelasi/model.sdf\n'}
[0.048173] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/AzamiHizSiniri20\n'}
[0.048200] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/AzamiHizSiniri20/meshes\n'}
[0.048225] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/AzamiHizSiniri20/meshes/AzamiHizSiniri20.dae\n'}
[0.048249] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/AzamiHizSiniri20/model.config\n'}
[0.048273] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/AzamiHizSiniri20/model.sdf\n'}
[0.048297] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkEtmekYasaktirTabelasi\n'}
[0.048402] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkEtmekYasaktirTabelasi/meshes\n'}
[0.048484] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkEtmekYasaktirTabelasi/meshes/ParkEtmekYasaktirTabelasi.dae\n'}
[0.048526] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkEtmekYasaktirTabelasi/model.config\n'}
[0.048559] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkEtmekYasaktirTabelasi/model.sdf\n'}
[0.048588] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkYeriTabelasi\n'}
[0.048639] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkYeriTabelasi/meshes\n'}
[0.048671] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkYeriTabelasi/meshes/ParkYeriTabelasi.dae\n'}
[0.048701] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkYeriTabelasi/model.config\n'}
[0.048729] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/ParkYeriTabelasi/model.sdf\n'}
[0.048757] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurTabelasi\n'}
[0.048786] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurTabelasi/meshes\n'}
[0.048848] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurTabelasi/meshes/DurTabelasi.dae\n'}
[0.048903] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurTabelasi/model.config\n'}
[0.048943] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurTabelasi/model.sdf\n'}
[0.048971] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/KirmiziTrafikLambasi\n'}
[0.048999] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/KirmiziTrafikLambasi/meshes\n'}
[0.049026] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/KirmiziTrafikLambasi/meshes/KirmiziTrafikLambasi.dae\n'}
[0.049058] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/KirmiziTrafikLambasi/model.config\n'}
[0.049087] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/KirmiziTrafikLambasi/model.sdf\n'}
[0.049134] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/RoboTaksiPist2024\n'}
[0.049214] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/RoboTaksiPist2024/meshes\n'}
[0.049251] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/RoboTaksiPist2024/meshes/RoboTaksiPist2024.dae\n'}
[0.049285] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/RoboTaksiPist2024/meshes/RoboTaksiPist2024_1.dae\n'}
[0.049319] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/RoboTaksiPist2024/meshes/RoboTaksiPist2024_0.dae\n'}
[0.049376] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/RoboTaksiPist2024/model.config\n'}
[0.049408] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/RoboTaksiPist2024/model.sdf\n'}
[0.049438] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SolaDonulmezTabelasi\n'}
[0.049466] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SolaDonulmezTabelasi/meshes\n'}
[0.049495] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SolaDonulmezTabelasi/meshes/SolaDonulmezTabelasi.dae\n'}
[0.049523] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SolaDonulmezTabelasi/model.config\n'}
[0.049551] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SolaDonulmezTabelasi/model.sdf\n'}
[0.049580] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DonelKavsakTabelasi\n'}
[0.049608] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DonelKavsakTabelasi/meshes\n'}
[0.049636] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DonelKavsakTabelasi/meshes/DonelKavsakTabelasi.dae\n'}
[0.049685] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DonelKavsakTabelasi/model.config\n'}
[0.049745] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DonelKavsakTabelasi/model.sdf\n'}
[0.049773] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurakTabelasi\n'}
[0.049802] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurakTabelasi/meshes\n'}
[0.049830] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurakTabelasi/meshes/DurakTabelasi.dae\n'}
[0.049859] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurakTabelasi/model.config\n'}
[0.049886] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/DurakTabelasi/model.sdf\n'}
[0.049914] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/GirisiOlmayanYolTabelasi\n'}
[0.049942] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/GirisiOlmayanYolTabelasi/meshes\n'}
[0.049970] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/GirisiOlmayanYolTabelasi/meshes/GirisiOlmayanYolTabelasi.dae\n'}
[0.050032] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/GirisiOlmayanYolTabelasi/model.config\n'}
[0.050060] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/GirisiOlmayanYolTabelasi/model.sdf\n'}
[0.050089] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaMecburiYonTabelasi\n'}
[0.050124] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaMecburiYonTabelasi/meshes\n'}
[0.050176] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaMecburiYonTabelasi/meshes/SagaMecburiYonTabelasi.dae\n'}
[0.050202] (evoart_description) StdoutLine: {'line': b'-- Up-to-date: /home/mustafa/evoart_ws/install/evoart_description/share/evoart_description/models/SagaMecburiYonTabelasi/model.config\n'}
